Date/time;018 (Library)-Mains.Active energy (105936.0 kWh),timestamp_no_value,timestamp_values,timestamp_only,TESAG_val,Date,timestamp_values,,timestamp
,,1/25/17 10:45:00 A, 10:45:00 A,2,1/25/1, 10:45:00 ,,1/25/1T 10:45:00 +10:00
,,1/25/17 11:00:00 A, 11:00:00 A,2,1/25/1, 11:00:00 ,,1/25/1T 11:00:00 +10:00
,,1/25/17 11:15:00 A, 11:15:00 A,1.2,1/25/1, 11:15:00 ,,1/25/1T 11:15:00 +10:00
,,1/25/17 11:30:00 A, 11:30:00 A,1.3,1/25/1, 11:30:00 ,,1/25/1T 11:30:00 +10:00
,,1/25/17 11:45:00 A, 11:45:00 A,1.5,1/25/1, 11:45:00 ,,1/25/1T 11:45:00 +10:00
,,1/25/17 12:00:00 P, 12:00:00 P,2.6,1/25/1, 12:00:00 ,,1/25/1T 12:00:00 +10:00
,,1/25/17 12:15:00 P, 12:15:00 P,1.3,1/25/1, 12:15:00 ,,1/25/1T 12:15:00 +10:00
,,1/25/17 12:30:00 P, 12:30:00 P,1.3,1/25/1, 12:30:00 ,,1/25/1T 12:30:00 +10:00
,,1/25/17 12:45:00 P, 12:45:00 P,1,1/25/1, 12:45:00 ,,1/25/1T 12:45:00 +10:00
,,1/25/17 1:00:00 PM, 1:00:00 PM,2.5,1/25/1, 1:00:00 ,,1/25/1T 1:00:00 +10:00
,,1/25/17 1:15:00 PM, 1:15:00 PM,0.9,1/25/1, 1:15:00 ,,1/25/1T 1:15:00 +10:00
,,1/25/17 1:30:00 PM, 1:30:00 PM,1.2,1/25/1, 1:30:00 ,,1/25/1T 1:30:00 +10:00
,,1/25/17 1:45:00 PM, 1:45:00 PM,1.5,1/25/1, 1:45:00 ,,1/25/1T 1:45:00 +10:00
,,1/25/17 2:00:00 PM, 2:00:00 PM,2.7,1/25/1, 2:00:00 ,,1/25/1T 2:00:00 +10:00
,,1/25/17 2:15:00 PM, 2:15:00 PM,1.6,1/25/1, 2:15:00 ,,1/25/1T 2:15:00 +10:00
,,1/25/17 2:30:00 PM, 2:30:00 PM,2.7,1/25/1, 2:30:00 ,,1/25/1T 2:30:00 +10:00
,,1/25/17 2:45:00 PM, 2:45:00 PM,2.7,1/25/1, 2:45:00 ,,1/25/1T 2:45:00 +10:00
,,1/25/17 3:00:00 PM, 3:00:00 PM,2.8,1/25/1, 3:00:00 ,,1/25/1T 3:00:00 +10:00
,,1/25/17 3:15:00 PM, 3:15:00 PM,2.9,1/25/1, 3:15:00 ,,1/25/1T 3:15:00 +10:00
,,1/25/17 3:30:00 PM, 3:30:00 PM,1.4,1/25/1, 3:30:00 ,,1/25/1T 3:30:00 +10:00
,,1/25/17 3:45:00 PM, 3:45:00 PM,1.2,1/25/1, 3:45:00 ,,1/25/1T 3:45:00 +10:00
,,1/25/17 4:00:00 PM, 4:00:00 PM,1,1/25/1, 4:00:00 ,,1/25/1T 4:00:00 +10:00
,,1/25/17 4:15:00 PM, 4:15:00 PM,1.3,1/25/1, 4:15:00 ,,1/25/1T 4:15:00 +10:00
,,1/25/17 4:30:00 PM, 4:30:00 PM,0.7,1/25/1, 4:30:00 ,,1/25/1T 4:30:00 +10:00
,,1/25/17 4:45:00 PM, 4:45:00 PM,9.7,1/25/1, 4:45:00 ,,1/25/1T 4:45:00 +10:00
,,1/25/17 5:00:00 PM, 5:00:00 PM,2.3,1/25/1, 5:00:00 ,,1/25/1T 5:00:00 +10:00
,,1/25/17 5:15:00 PM, 5:15:00 PM,3,1/25/1, 5:15:00 ,,1/25/1T 5:15:00 +10:00
,,1/25/17 5:30:00 PM, 5:30:00 PM,2,1/25/1, 5:30:00 ,,1/25/1T 5:30:00 +10:00
,,1/25/17 5:45:00 PM, 5:45:00 PM,1.7,1/25/1, 5:45:00 ,,1/25/1T 5:45:00 +10:00
,,1/25/17 6:00:00 PM, 6:00:00 PM,1.5,1/25/1, 6:00:00 ,,1/25/1T 6:00:00 +10:00
,,1/25/17 6:15:00 PM, 6:15:00 PM,2.4,1/25/1, 6:15:00 ,,1/25/1T 6:15:00 +10:00
,,1/25/17 6:30:00 PM, 6:30:00 PM,1.6,1/25/1, 6:30:00 ,,1/25/1T 6:30:00 +10:00
,,1/25/17 6:45:00 PM, 6:45:00 PM,1.5,1/25/1, 6:45:00 ,,1/25/1T 6:45:00 +10:00
,,1/25/17 7:00:00 PM, 7:00:00 PM,1.3,1/25/1, 7:00:00 ,,1/25/1T 7:00:00 +10:00
,,1/25/17 7:15:00 PM, 7:15:00 PM,1.2,1/25/1, 7:15:00 ,,1/25/1T 7:15:00 +10:00
,,1/25/17 7:30:00 PM, 7:30:00 PM,0.7,1/25/1, 7:30:00 ,,1/25/1T 7:30:00 +10:00
,,1/25/17 7:45:00 PM, 7:45:00 PM,0.2,1/25/1, 7:45:00 ,,1/25/1T 7:45:00 +10:00
,,1/25/17 8:00:00 PM, 8:00:00 PM,9.7,1/25/1, 8:00:00 ,,1/25/1T 8:00:00 +10:00
,,1/25/17 8:15:00 PM, 8:15:00 PM,0.3,1/25/1, 8:15:00 ,,1/25/1T 8:15:00 +10:00
,,1/25/17 8:30:00 PM, 8:30:00 PM,9.9,1/25/1, 8:30:00 ,,1/25/1T 8:30:00 +10:00
,,1/25/17 8:45:00 PM, 8:45:00 PM,0.1,1/25/1, 8:45:00 ,,1/25/1T 8:45:00 +10:00
,,1/25/17 9:00:00 PM, 9:00:00 PM,0.4,1/25/1, 9:00:00 ,,1/25/1T 9:00:00 +10:00
,,1/25/17 9:15:00 PM, 9:15:00 PM,0.5,1/25/1, 9:15:00 ,,1/25/1T 9:15:00 +10:00
,,1/25/17 9:30:00 PM, 9:30:00 PM,9.7,1/25/1, 9:30:00 ,,1/25/1T 9:30:00 +10:00
,,1/25/17 9:45:00 PM, 9:45:00 PM,0,1/25/1, 9:45:00 ,,1/25/1T 9:45:00 +10:00
,,1/25/17 10:00:00 P, 10:00:00 P,9.4,1/25/1, 10:00:00 ,,1/25/1T 10:00:00 +10:00
,,1/25/17 10:15:00 P, 10:15:00 P,0.1,1/25/1, 10:15:00 ,,1/25/1T 10:15:00 +10:00
,,1/25/17 10:30:00 P, 10:30:00 P,9.5,1/25/1, 10:30:00 ,,1/25/1T 10:30:00 +10:00
,,1/25/17 10:45:00 P, 10:45:00 P,9.9,1/25/1, 10:45:00 ,,1/25/1T 10:45:00 +10:00
,,1/25/17 11:00:00 P, 11:00:00 P,9.3,1/25/1, 11:00:00 ,,1/25/1T 11:00:00 +10:00
,,1/25/17 11:15:00 P, 11:15:00 P,9.7,1/25/1, 11:15:00 ,,1/25/1T 11:15:00 +10:00
,,1/25/17 11:30:00 P, 11:30:00 P,9.4,1/25/1, 11:30:00 ,,1/25/1T 11:30:00 +10:00
,,1/25/17 11:45:00 P, 11:45:00 P,0,1/25/1, 11:45:00 ,,1/25/1T 11:45:00 +10:00
,,1/26/17 12:00:00 A, 12:00:00 A,0.7,1/26/1, 12:00:00 ,,1/26/1T 12:00:00 +10:00
,,1/26/17 12:15:00 A, 12:15:00 A,0.1,1/26/1, 12:15:00 ,,1/26/1T 12:15:00 +10:00
,,1/26/17 12:30:00 A, 12:30:00 A,9.2,1/26/1, 12:30:00 ,,1/26/1T 12:30:00 +10:00
,,1/26/17 12:45:00 A, 12:45:00 A,9.4,1/26/1, 12:45:00 ,,1/26/1T 12:45:00 +10:00
,,1/26/17 1:00:00 AM, 1:00:00 AM,9.1,1/26/1, 1:00:00 ,,1/26/1T 1:00:00 +10:00
,,1/26/17 1:15:00 AM, 1:15:00 AM,9.2,1/26/1, 1:15:00 ,,1/26/1T 1:15:00 +10:00
,,1/26/17 1:30:00 AM, 1:30:00 AM,8.5,1/26/1, 1:30:00 ,,1/26/1T 1:30:00 +10:00
,,1/26/17 1:45:00 AM, 1:45:00 AM,8.6,1/26/1, 1:45:00 ,,1/26/1T 1:45:00 +10:00
,,1/26/17 2:00:00 AM, 2:00:00 AM,9,1/26/1, 2:00:00 ,,1/26/1T 2:00:00 +10:00
,,1/26/17 2:15:00 AM, 2:15:00 AM,9.1,1/26/1, 2:15:00 ,,1/26/1T 2:15:00 +10:00
,,1/26/17 2:30:00 AM, 2:30:00 AM,8.7,1/26/1, 2:30:00 ,,1/26/1T 2:30:00 +10:00
,,1/26/17 2:45:00 AM, 2:45:00 AM,8.9,1/26/1, 2:45:00 ,,1/26/1T 2:45:00 +10:00
,,1/26/17 3:00:00 AM, 3:00:00 AM,9.6,1/26/1, 3:00:00 ,,1/26/1T 3:00:00 +10:00
,,1/26/17 3:15:00 AM, 3:15:00 AM,9.8,1/26/1, 3:15:00 ,,1/26/1T 3:15:00 +10:00
,,1/26/17 3:30:00 AM, 3:30:00 AM,8.7,1/26/1, 3:30:00 ,,1/26/1T 3:30:00 +10:00
,,1/26/17 3:45:00 AM, 3:45:00 AM,8.5,1/26/1, 3:45:00 ,,1/26/1T 3:45:00 +10:00
,,1/26/17 4:00:00 AM, 4:00:00 AM,8.9,1/26/1, 4:00:00 ,,1/26/1T 4:00:00 +10:00
,,1/26/17 4:15:00 AM, 4:15:00 AM,9.5,1/26/1, 4:15:00 ,,1/26/1T 4:15:00 +10:00
,,1/26/17 4:30:00 AM, 4:30:00 AM,8.4,1/26/1, 4:30:00 ,,1/26/1T 4:30:00 +10:00
,,1/26/17 4:45:00 AM, 4:45:00 AM,8.5,1/26/1, 4:45:00 ,,1/26/1T 4:45:00 +10:00
,,1/26/17 5:00:00 AM, 5:00:00 AM,8.3,1/26/1, 5:00:00 ,,1/26/1T 5:00:00 +10:00
,,1/26/17 5:15:00 AM, 5:15:00 AM,9.7,1/26/1, 5:15:00 ,,1/26/1T 5:15:00 +10:00
,,1/26/17 5:30:00 AM, 5:30:00 AM,8.7,1/26/1, 5:30:00 ,,1/26/1T 5:30:00 +10:00
,,1/26/17 5:45:00 AM, 5:45:00 AM,8.5,1/26/1, 5:45:00 ,,1/26/1T 5:45:00 +10:00
,,1/26/17 6:00:00 AM, 6:00:00 AM,8.5,1/26/1, 6:00:00 ,,1/26/1T 6:00:00 +10:00
,,1/26/17 6:15:00 AM, 6:15:00 AM,8.7,1/26/1, 6:15:00 ,,1/26/1T 6:15:00 +10:00
,,1/26/17 6:30:00 AM, 6:30:00 AM,8.1,1/26/1, 6:30:00 ,,1/26/1T 6:30:00 +10:00
,,1/26/17 6:45:00 AM, 6:45:00 AM,8.3,1/26/1, 6:45:00 ,,1/26/1T 6:45:00 +10:00
,,1/26/17 7:00:00 AM, 7:00:00 AM,8.7,1/26/1, 7:00:00 ,,1/26/1T 7:00:00 +10:00
,,1/26/17 7:15:00 AM, 7:15:00 AM,8.9,1/26/1, 7:15:00 ,,1/26/1T 7:15:00 +10:00
,,1/26/17 7:30:00 AM, 7:30:00 AM,9,1/26/1, 7:30:00 ,,1/26/1T 7:30:00 +10:00
,,1/26/17 7:45:00 AM, 7:45:00 AM,8.1,1/26/1, 7:45:00 ,,1/26/1T 7:45:00 +10:00
,,1/26/17 8:00:00 AM, 8:00:00 AM,8.5,1/26/1, 8:00:00 ,,1/26/1T 8:00:00 +10:00
,,1/26/17 8:15:00 AM, 8:15:00 AM,8.6,1/26/1, 8:15:00 ,,1/26/1T 8:15:00 +10:00
,,1/26/17 8:30:00 AM, 8:30:00 AM,8.7,1/26/1, 8:30:00 ,,1/26/1T 8:30:00 +10:00
,,1/26/17 8:45:00 AM, 8:45:00 AM,9.2,1/26/1, 8:45:00 ,,1/26/1T 8:45:00 +10:00
,,1/26/17 9:00:00 AM, 9:00:00 AM,0,1/26/1, 9:00:00 ,,1/26/1T 9:00:00 +10:00
,,1/26/17 9:15:00 AM, 9:15:00 AM,9.8,1/26/1, 9:15:00 ,,1/26/1T 9:15:00 +10:00
,,1/26/17 9:30:00 AM, 9:30:00 AM,9.1,1/26/1, 9:30:00 ,,1/26/1T 9:30:00 +10:00
,,1/26/17 9:45:00 AM, 9:45:00 AM,9.4,1/26/1, 9:45:00 ,,1/26/1T 9:45:00 +10:00
,,1/26/17 10:00:00 A, 10:00:00 A,0.2,1/26/1, 10:00:00 ,,1/26/1T 10:00:00 +10:00
,,1/26/17 10:15:00 A, 10:15:00 A,0.3,1/26/1, 10:15:00 ,,1/26/1T 10:15:00 +10:00
,,1/26/17 10:30:00 A, 10:30:00 A,9.7,1/26/1, 10:30:00 ,,1/26/1T 10:30:00 +10:00
,,1/26/17 10:45:00 A, 10:45:00 A,0.5,1/26/1, 10:45:00 ,,1/26/1T 10:45:00 +10:00
,,1/26/17 11:00:00 A, 11:00:00 A,0,1/26/1, 11:00:00 ,,1/26/1T 11:00:00 +10:00
,,1/26/17 11:15:00 A, 11:15:00 A,9.5,1/26/1, 11:15:00 ,,1/26/1T 11:15:00 +10:00
,,1/26/17 11:30:00 A, 11:30:00 A,8.9,1/26/1, 11:30:00 ,,1/26/1T 11:30:00 +10:00
,,1/26/17 11:45:00 A, 11:45:00 A,9.9,1/26/1, 11:45:00 ,,1/26/1T 11:45:00 +10:00
,,1/26/17 12:00:00 P, 12:00:00 P,9.8,1/26/1, 12:00:00 ,,1/26/1T 12:00:00 +10:00
,,1/26/17 12:15:00 P, 12:15:00 P,0,1/26/1, 12:15:00 ,,1/26/1T 12:15:00 +10:00
,,1/26/17 12:30:00 P, 12:30:00 P,0.2,1/26/1, 12:30:00 ,,1/26/1T 12:30:00 +10:00
,,1/26/17 12:45:00 P, 12:45:00 P,0.2,1/26/1, 12:45:00 ,,1/26/1T 12:45:00 +10:00
,,1/26/17 1:00:00 PM, 1:00:00 PM,0.3,1/26/1, 1:00:00 ,,1/26/1T 1:00:00 +10:00
,,1/26/17 1:15:00 PM, 1:15:00 PM,0.7,1/26/1, 1:15:00 ,,1/26/1T 1:15:00 +10:00
,,1/26/17 1:30:00 PM, 1:30:00 PM,0.4,1/26/1, 1:30:00 ,,1/26/1T 1:30:00 +10:00
,,1/26/17 1:45:00 PM, 1:45:00 PM,0.1,1/26/1, 1:45:00 ,,1/26/1T 1:45:00 +10:00
,,1/26/17 2:00:00 PM, 2:00:00 PM,0.7,1/26/1, 2:00:00 ,,1/26/1T 2:00:00 +10:00
,,1/26/17 2:15:00 PM, 2:15:00 PM,0.9,1/26/1, 2:15:00 ,,1/26/1T 2:15:00 +10:00
,,1/26/17 2:30:00 PM, 2:30:00 PM,0,1/26/1, 2:30:00 ,,1/26/1T 2:30:00 +10:00
,,1/26/17 2:45:00 PM, 2:45:00 PM,0.8,1/26/1, 2:45:00 ,,1/26/1T 2:45:00 +10:00
,,1/26/17 3:00:00 PM, 3:00:00 PM,0.7,1/26/1, 3:00:00 ,,1/26/1T 3:00:00 +10:00
,,1/26/17 3:15:00 PM, 3:15:00 PM,1.3,1/26/1, 3:15:00 ,,1/26/1T 3:15:00 +10:00
,,1/26/17 3:30:00 PM, 3:30:00 PM,9.5,1/26/1, 3:30:00 ,,1/26/1T 3:30:00 +10:00
,,1/26/17 3:45:00 PM, 3:45:00 PM,9,1/26/1, 3:45:00 ,,1/26/1T 3:45:00 +10:00
,,1/26/17 4:00:00 PM, 4:00:00 PM,9.5,1/26/1, 4:00:00 ,,1/26/1T 4:00:00 +10:00
,,1/26/17 4:15:00 PM, 4:15:00 PM,0.8,1/26/1, 4:15:00 ,,1/26/1T 4:15:00 +10:00
,,1/26/17 4:30:00 PM, 4:30:00 PM,9.7,1/26/1, 4:30:00 ,,1/26/1T 4:30:00 +10:00
,,1/26/17 4:45:00 PM, 4:45:00 PM,9.6,1/26/1, 4:45:00 ,,1/26/1T 4:45:00 +10:00
,,1/26/17 5:00:00 PM, 5:00:00 PM,9,1/26/1, 5:00:00 ,,1/26/1T 5:00:00 +10:00
,,1/26/17 5:15:00 PM, 5:15:00 PM,9.9,1/26/1, 5:15:00 ,,1/26/1T 5:15:00 +10:00
,,1/26/17 5:30:00 PM, 5:30:00 PM,9.1,1/26/1, 5:30:00 ,,1/26/1T 5:30:00 +10:00
,,1/26/17 5:45:00 PM, 5:45:00 PM,9.1,1/26/1, 5:45:00 ,,1/26/1T 5:45:00 +10:00
,,1/26/17 6:00:00 PM, 6:00:00 PM,9.8,1/26/1, 6:00:00 ,,1/26/1T 6:00:00 +10:00
,,1/26/17 6:15:00 PM, 6:15:00 PM,0.4,1/26/1, 6:15:00 ,,1/26/1T 6:15:00 +10:00
,,1/26/17 6:30:00 PM, 6:30:00 PM,0,1/26/1, 6:30:00 ,,1/26/1T 6:30:00 +10:00
,,1/26/17 6:45:00 PM, 6:45:00 PM,9.1,1/26/1, 6:45:00 ,,1/26/1T 6:45:00 +10:00
,,1/26/17 7:00:00 PM, 7:00:00 PM,9.1,1/26/1, 7:00:00 ,,1/26/1T 7:00:00 +10:00
,,1/26/17 7:15:00 PM, 7:15:00 PM,9.6,1/26/1, 7:15:00 ,,1/26/1T 7:15:00 +10:00
,,1/26/17 7:30:00 PM, 7:30:00 PM,9.2,1/26/1, 7:30:00 ,,1/26/1T 7:30:00 +10:00
,,1/26/17 7:45:00 PM, 7:45:00 PM,8.8,1/26/1, 7:45:00 ,,1/26/1T 7:45:00 +10:00
,,1/26/17 8:00:00 PM, 8:00:00 PM,9.1,1/26/1, 8:00:00 ,,1/26/1T 8:00:00 +10:00
,,1/26/17 8:15:00 PM, 8:15:00 PM,9.4,1/26/1, 8:15:00 ,,1/26/1T 8:15:00 +10:00
,,1/26/17 8:30:00 PM, 8:30:00 PM,0.4,1/26/1, 8:30:00 ,,1/26/1T 8:30:00 +10:00
,,1/26/17 8:45:00 PM, 8:45:00 PM,0.3,1/26/1, 8:45:00 ,,1/26/1T 8:45:00 +10:00
,,1/26/17 9:00:00 PM, 9:00:00 PM,9.5,1/26/1, 9:00:00 ,,1/26/1T 9:00:00 +10:00
,,1/26/17 9:15:00 PM, 9:15:00 PM,9.6,1/26/1, 9:15:00 ,,1/26/1T 9:15:00 +10:00
,,1/26/17 9:30:00 PM, 9:30:00 PM,8.9,1/26/1, 9:30:00 ,,1/26/1T 9:30:00 +10:00
,,1/26/17 9:45:00 PM, 9:45:00 PM,9.2,1/26/1, 9:45:00 ,,1/26/1T 9:45:00 +10:00
,,1/26/17 10:00:00 P, 10:00:00 P,8.8,1/26/1, 10:00:00 ,,1/26/1T 10:00:00 +10:00
,,1/26/17 10:15:00 P, 10:15:00 P,9.4,1/26/1, 10:15:00 ,,1/26/1T 10:15:00 +10:00
,,1/26/17 10:30:00 P, 10:30:00 P,8.6,1/26/1, 10:30:00 ,,1/26/1T 10:30:00 +10:00
,,1/26/17 10:45:00 P, 10:45:00 P,9,1/26/1, 10:45:00 ,,1/26/1T 10:45:00 +10:00
,,1/26/17 11:00:00 P, 11:00:00 P,8.5,1/26/1, 11:00:00 ,,1/26/1T 11:00:00 +10:00
,,1/26/17 11:15:00 P, 11:15:00 P,9.1,1/26/1, 11:15:00 ,,1/26/1T 11:15:00 +10:00
,,1/26/17 11:30:00 P, 11:30:00 P,8.6,1/26/1, 11:30:00 ,,1/26/1T 11:30:00 +10:00
,,1/26/17 11:45:00 P, 11:45:00 P,8.6,1/26/1, 11:45:00 ,,1/26/1T 11:45:00 +10:00
,,1/27/17 12:00:00 A, 12:00:00 A,9.1,1/27/1, 12:00:00 ,,1/27/1T 12:00:00 +10:00
,,1/27/17 12:15:00 A, 12:15:00 A,9.2,1/27/1, 12:15:00 ,,1/27/1T 12:15:00 +10:00
,,1/27/17 12:30:00 A, 12:30:00 A,8.6,1/27/1, 12:30:00 ,,1/27/1T 12:30:00 +10:00
,,1/27/17 12:45:00 A, 12:45:00 A,8.8,1/27/1, 12:45:00 ,,1/27/1T 12:45:00 +10:00
,,1/27/17 1:00:00 AM, 1:00:00 AM,9.2,1/27/1, 1:00:00 ,,1/27/1T 1:00:00 +10:00
,,1/27/17 1:15:00 AM, 1:15:00 AM,8.9,1/27/1, 1:15:00 ,,1/27/1T 1:15:00 +10:00
,,1/27/17 1:30:00 AM, 1:30:00 AM,8.5,1/27/1, 1:30:00 ,,1/27/1T 1:30:00 +10:00
,,1/27/17 1:45:00 AM, 1:45:00 AM,8.5,1/27/1, 1:45:00 ,,1/27/1T 1:45:00 +10:00
,,1/27/17 2:00:00 AM, 2:00:00 AM,9.3,1/27/1, 2:00:00 ,,1/27/1T 2:00:00 +10:00
,,1/27/17 2:15:00 AM, 2:15:00 AM,8.8,1/27/1, 2:15:00 ,,1/27/1T 2:15:00 +10:00
,,1/27/17 2:30:00 AM, 2:30:00 AM,8.5,1/27/1, 2:30:00 ,,1/27/1T 2:30:00 +10:00
,,1/27/17 2:45:00 AM, 2:45:00 AM,9.3,1/27/1, 2:45:00 ,,1/27/1T 2:45:00 +10:00
,,1/27/17 3:00:00 AM, 3:00:00 AM,0.1,1/27/1, 3:00:00 ,,1/27/1T 3:00:00 +10:00
,,1/27/17 3:15:00 AM, 3:15:00 AM,9.6,1/27/1, 3:15:00 ,,1/27/1T 3:15:00 +10:00
,,1/27/17 3:30:00 AM, 3:30:00 AM,8.9,1/27/1, 3:30:00 ,,1/27/1T 3:30:00 +10:00
,,1/27/17 3:45:00 AM, 3:45:00 AM,9,1/27/1, 3:45:00 ,,1/27/1T 3:45:00 +10:00
,,1/27/17 4:00:00 AM, 4:00:00 AM,9.4,1/27/1, 4:00:00 ,,1/27/1T 4:00:00 +10:00
,,1/27/17 4:15:00 AM, 4:15:00 AM,9.7,1/27/1, 4:15:00 ,,1/27/1T 4:15:00 +10:00
,,1/27/17 4:30:00 AM, 4:30:00 AM,9.1,1/27/1, 4:30:00 ,,1/27/1T 4:30:00 +10:00
,,1/27/17 4:45:00 AM, 4:45:00 AM,9.1,1/27/1, 4:45:00 ,,1/27/1T 4:45:00 +10:00
,,1/27/17 5:00:00 AM, 5:00:00 AM,9.3,1/27/1, 5:00:00 ,,1/27/1T 5:00:00 +10:00
,,1/27/17 5:15:00 AM, 5:15:00 AM,9.7,1/27/1, 5:15:00 ,,1/27/1T 5:15:00 +10:00
,,1/27/17 5:30:00 AM, 5:30:00 AM,9,1/27/1, 5:30:00 ,,1/27/1T 5:30:00 +10:00
,,1/27/17 5:45:00 AM, 5:45:00 AM,8.6,1/27/1, 5:45:00 ,,1/27/1T 5:45:00 +10:00
,,1/27/17 6:00:00 AM, 6:00:00 AM,9,1/27/1, 6:00:00 ,,1/27/1T 6:00:00 +10:00
,,1/27/17 6:15:00 AM, 6:15:00 AM,9.9,1/27/1, 6:15:00 ,,1/27/1T 6:15:00 +10:00
,,1/27/17 6:30:00 AM, 6:30:00 AM,9.1,1/27/1, 6:30:00 ,,1/27/1T 6:30:00 +10:00
,,1/27/17 6:45:00 AM, 6:45:00 AM,0.5,1/27/1, 6:45:00 ,,1/27/1T 6:45:00 +10:00
,,1/27/17 7:00:00 AM, 7:00:00 AM,2.2,1/27/1, 7:00:00 ,,1/27/1T 7:00:00 +10:00
,,1/27/17 7:15:00 AM, 7:15:00 AM,3.6,1/27/1, 7:15:00 ,,1/27/1T 7:15:00 +10:00
,,1/27/17 7:30:00 AM, 7:30:00 AM,5.3,1/27/1, 7:30:00 ,,1/27/1T 7:30:00 +10:00
,,1/27/17 7:45:00 AM, 7:45:00 AM,8.3,1/27/1, 7:45:00 ,,1/27/1T 7:45:00 +10:00
,,1/27/17 8:00:00 AM, 8:00:00 AM,0,1/27/1, 8:00:00 ,,1/27/1T 8:00:00 +10:00
,,1/27/17 8:15:00 AM, 8:15:00 AM,9.4,1/27/1, 8:15:00 ,,1/27/1T 8:15:00 +10:00
,,1/27/17 8:30:00 AM, 8:30:00 AM,9.1,1/27/1, 8:30:00 ,,1/27/1T 8:30:00 +10:00
,,1/27/17 8:45:00 AM, 8:45:00 AM,9.9,1/27/1, 8:45:00 ,,1/27/1T 8:45:00 +10:00
,,1/27/17 9:00:00 AM, 9:00:00 AM,1.3,1/27/1, 9:00:00 ,,1/27/1T 9:00:00 +10:00
,,1/27/17 9:15:00 AM, 9:15:00 AM,1.1,1/27/1, 9:15:00 ,,1/27/1T 9:15:00 +10:00
,,1/27/17 9:30:00 AM, 9:30:00 AM,0.7,1/27/1, 9:30:00 ,,1/27/1T 9:30:00 +10:00
,,1/27/17 9:45:00 AM, 9:45:00 AM,1,1/27/1, 9:45:00 ,,1/27/1T 9:45:00 +10:00
,,1/27/17 10:00:00 A, 10:00:00 A,1.9,1/27/1, 10:00:00 ,,1/27/1T 10:00:00 +10:00
,,1/27/17 10:15:00 A, 10:15:00 A,1.8,1/27/1, 10:15:00 ,,1/27/1T 10:15:00 +10:00
,,1/27/17 10:30:00 A, 10:30:00 A,2.3,1/27/1, 10:30:00 ,,1/27/1T 10:30:00 +10:00
,,1/27/17 10:45:00 A, 10:45:00 A,1.7,1/27/1, 10:45:00 ,,1/27/1T 10:45:00 +10:00
,,1/27/17 11:00:00 A, 11:00:00 A,1.7,1/27/1, 11:00:00 ,,1/27/1T 11:00:00 +10:00
,,1/27/17 11:15:00 A, 11:15:00 A,1.6,1/27/1, 11:15:00 ,,1/27/1T 11:15:00 +10:00
,,1/27/17 11:30:00 A, 11:30:00 A,1.1,1/27/1, 11:30:00 ,,1/27/1T 11:30:00 +10:00
,,1/27/17 11:45:00 A, 11:45:00 A,0.8,1/27/1, 11:45:00 ,,1/27/1T 11:45:00 +10:00
,,1/27/17 12:00:00 P, 12:00:00 P,1.6,1/27/1, 12:00:00 ,,1/27/1T 12:00:00 +10:00
,,1/27/17 12:15:00 P, 12:15:00 P,1.6,1/27/1, 12:15:00 ,,1/27/1T 12:15:00 +10:00
,,1/27/17 12:30:00 P, 12:30:00 P,1.7,1/27/1, 12:30:00 ,,1/27/1T 12:30:00 +10:00
,,1/27/17 12:45:00 P, 12:45:00 P,1.8,1/27/1, 12:45:00 ,,1/27/1T 12:45:00 +10:00
,,1/27/17 1:00:00 PM, 1:00:00 PM,1.9,1/27/1, 1:00:00 ,,1/27/1T 1:00:00 +10:00
,,1/27/17 1:15:00 PM, 1:15:00 PM,2.4,1/27/1, 1:15:00 ,,1/27/1T 1:15:00 +10:00
,,1/27/17 1:30:00 PM, 1:30:00 PM,2.3,1/27/1, 1:30:00 ,,1/27/1T 1:30:00 +10:00
,,1/27/17 1:45:00 PM, 1:45:00 PM,2.7,1/27/1, 1:45:00 ,,1/27/1T 1:45:00 +10:00
,,1/27/17 2:00:00 PM, 2:00:00 PM,2.1,1/27/1, 2:00:00 ,,1/27/1T 2:00:00 +10:00
,,1/27/17 2:15:00 PM, 2:15:00 PM,2.4,1/27/1, 2:15:00 ,,1/27/1T 2:15:00 +10:00
,,1/27/17 2:30:00 PM, 2:30:00 PM,1.7,1/27/1, 2:30:00 ,,1/27/1T 2:30:00 +10:00
,,1/27/17 2:45:00 PM, 2:45:00 PM,3,1/27/1, 2:45:00 ,,1/27/1T 2:45:00 +10:00
,,1/27/17 3:00:00 PM, 3:00:00 PM,2.5,1/27/1, 3:00:00 ,,1/27/1T 3:00:00 +10:00
,,1/27/17 3:15:00 PM, 3:15:00 PM,2.5,1/27/1, 3:15:00 ,,1/27/1T 3:15:00 +10:00
,,1/27/17 3:30:00 PM, 3:30:00 PM,0.9,1/27/1, 3:30:00 ,,1/27/1T 3:30:00 +10:00
,,1/27/17 3:45:00 PM, 3:45:00 PM,1.1,1/27/1, 3:45:00 ,,1/27/1T 3:45:00 +10:00
,,1/27/17 4:00:00 PM, 4:00:00 PM,1,1/27/1, 4:00:00 ,,1/27/1T 4:00:00 +10:00
,,1/27/17 4:15:00 PM, 4:15:00 PM,0.4,1/27/1, 4:15:00 ,,1/27/1T 4:15:00 +10:00
,,1/27/17 4:30:00 PM, 4:30:00 PM,9.3,1/27/1, 4:30:00 ,,1/27/1T 4:30:00 +10:00
